,,,,,,,,Diagnóstico,Datos PAES (2023 en adelante),,,,,,,,Datos PSU (Hasta 2022),,,,,,,
Año,Semestre,Bimestre,Cód. Asig.,Módulo,Nombre Asignatura,Nota Final,Estado Final,% Aciertos Diag. Matem.,PAES C. Lectora,PAES M1,PAES M2,PAES Historia,PAES Ciencias,NEM (PAES),Ranking (PAES),Prom. M1 y C. Lectora,PSU Lenguaje,PSU Matemáticas,PSU Historia,PSU Ciencias,NEM (PSU),Ranking (PSU),Prom. Leng. Y Mat.,Año Ingreso UFRO
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"2,5",REPROBADA,,,,,,,,,,473,493,0,637,529,532,"483,0",2022
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"2,8",REPROBADA,,,,,,,,,,540,572,0,462,698,716,"556,0",2022
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"3,3",REPROBADA,,,,,,,,,,675,572,0,613,713,743,"623,5",2022
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"3,6",REPROBADA,,,,,,,,,,559,535,508,550,604,609,"547,0",2022
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"3,6",REPROBADA,,,,,,,,,,595,625,0,610,698,711,"610,0",2022
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"4,5",APROBADA,"23,33",,,,,,,,,497,602,0,510,549,563,"549,5",2022
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"4,5",APROBADA,"30,00",,,,,,,,,554,602,0,560,687,724,"578,0",2022
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"4,5",APROBADA,"46,67",,,,,,,,,617,630,0,608,746,776,"623,5",2022
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"4,7",APROBADA,"20,00",,,,,,,,,698,678,644,646,757,767,"688,0",2022
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"4,8",APROBADA,"56,67",,,,,,,,,550,632,547,613,818,850,"591,0",2022
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"4,8",APROBADA,"70,00",,,,,,,,,620,583,0,614,513,513,"601,5",2020
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"1,0",REPROBADA,"33,33",,,,,,,,,574,628,0,607,603,600,"601,0",2021
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"1,0",REPROBADA,"40,00",,,,,,,,,471,523,0,434,560,563,"497,0",2022
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"1,5",REPROBADA,"23,33",,,,,,,,,535,540,433,519,648,678,"537,5",2022
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"1,7",REPROBADA,"13,33",,,,,,,,,526,619,0,578,632,644,"572,5",2022
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"1,7",REPROBADA,"30,00",,,,,,,,,448,560,0,440,545,545,"504,0",2022
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"2,4",REPROBADA,"33,33",,,,,,,,,488,529,0,573,578,578,"508,5",2022
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"2,6",REPROBADA,"40,00",,,,,,,,,530,617,519,551,594,640,"573,5",2022
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"2,8",REPROBADA,"26,67",,,,,,,,,521,599,578,0,736,798,"560,0",2022
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"3,0",REPROBADA,"46,67",,,,,,,,,611,564,0,564,632,632,"587,5",2022
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"3,0",REPROBADA,"56,67",,,,,,,,,453,611,0,557,528,528,"532,0",2022
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"3,1",REPROBADA,"3,33",,,,,,,,,569,546,0,581,680,701,"557,5",2022
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"3,1",REPROBADA,"50,00",,,,,,,,,318,649,0,440,599,601,"483,5",2022
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"3,3",REPROBADA,"10,00",,,,,,,,,507,608,0,584,513,513,"557,5",2022
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"3,5",REPROBADA,"40,00",,,,,,,,,559,658,0,517,702,714,"608,5",2022
2022,1,2,IME028,22,INTRODUCCIÓN AL ÁLGEBRA,"3,6",REPROBADA,"30,00",,,,,,,,,640,590,644,646,768,800,"615,0",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"1,8",REPROBADA,,,,,,,,,,,,,,,,,2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"4,1",APROBADA,,,,,,,,,,483,579,0,437,691,706,"531,0",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"4,2",APROBADA,,,,,,,,,,653,608,0,522,680,715,"630,5",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"4,5",APROBADA,,,,,,,,,,617,635,479,571,659,704,"626,0",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"1,7",REPROBADA,,,,,,,,,,617,596,0,536,578,578,"606,5",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"2,3",REPROBADA,,,,,,,,,,526,540,0,371,545,545,"533,0",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"2,8",REPROBADA,,,,,,,,,,473,535,0,518,523,523,"504,0",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"3,2",REPROBADA,,,,,,,,,,540,617,0,549,669,735,"578,5",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"3,3",REPROBADA,,,,,,,,,,507,501,0,470,604,604,"504,0",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"3,7",REPROBADA,,,,,,,,,,600,622,599,511,515,525,"611,0",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"3,7",REPROBADA,,,,,,,,,,606,583,609,519,757,790,"594,5",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"4,0",APROBADA,"43,33",,,,,,,,,617,635,0,584,680,691,"626,0",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"4,1",APROBADA,"10,00",,,,,,,,,463,611,0,583,702,715,"537,0",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"4,3",APROBADA,"26,67",,,,,,,,,574,644,0,578,680,700,"609,0",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"4,4",APROBADA,"40,00",,,,,,,,,617,602,0,572,691,713,"609,5",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"4,6",APROBADA,"3,33",,,,,,,,,545,590,533,538,768,794,"567,5",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"4,6",APROBADA,"13,33",,,,,,,,,545,625,658,595,720,735,"585,0",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"4,9",APROBADA,"23,33",,,,,,,,,423,627,0,614,659,673,"525,0",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"4,9",APROBADA,"33,33",,,,,,,,,569,627,555,517,720,781,"598,0",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"5,0",APROBADA,"40,00",,,,,,,,,628,669,0,648,560,559,"648,5",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"5,3",APROBADA,"36,67",,,,,,,,,675,646,612,625,785,850,"660,5",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"5,9",APROBADA,"20,00",,,,,,,,,640,635,0,565,654,667,"637,5",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"1,3",REPROBADA,"20,00",,,,,,,,,448,516,0,314,610,614,"482,0",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"1,3",REPROBADA,"46,67",,,,,,,,,559,555,592,562,796,814,"557,0",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"1,6",REPROBADA,"6,67",,,,,,,,,595,540,533,546,560,560,"567,5",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"1,8",REPROBADA,"53,33",,,,,,,,,559,434,0,446,659,686,"496,5",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"1,9",REPROBADA,"23,33",,,,,,,,,483,564,0,486,534,534,"523,5",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"2,2",REPROBADA,"20,00",,,,,,,,,564,568,0,493,757,818,"566,0",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"2,4",REPROBADA,"26,67",,,,,,,,,478,583,395,390,582,582,"530,5",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"2,5",REPROBADA,"30,00",,,,,,,,,559,523,0,402,615,622,"541,0",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"2,6",REPROBADA,"53,33",,,,,,,,,428,551,269,528,501,501,"489,5",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"2,7",REPROBADA,"33,33",,,,,,,,,412,555,0,557,687,758,"483,5",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"2,7",REPROBADA,"50,00",,,,,,,,,535,576,514,570,579,689,"555,5",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"3,0",REPROBADA,"50,00",,,,,,,,,589,627,0,592,720,818,"608,0",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"3,2",REPROBADA,"40,00",,,,,,,,,660,599,606,609,801,850,"629,5",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"3,6",REPROBADA,"10,00",,,,,,,,,473,523,0,477,691,715,"498,0",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"3,6",REPROBADA,"30,00",,,,,,,,,473,493,472,516,669,718,"483,0",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"3,6",REPROBADA,"30,00",,,,,,,,,507,583,0,453,538,558,"545,0",2022
2022,1,2,IME028,23,INTRODUCCIÓN AL ÁLGEBRA,"3,7",REPROBADA,"26,67",,,,,,,,,448,529,0,544,615,618,"488,5",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"4,3",APROBADA,,,,,,,,,,511,579,0,633,494,495,"545,0",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"4,7",APROBADA,,,,,,,,,,502,651,0,535,578,596,"576,5",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"5,2",APROBADA,,,,,,,,,,564,608,644,578,632,682,"586,0",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"1,7",REPROBADA,,,,,,,,,,516,568,0,424,549,550,"542,0",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"1,8",REPROBADA,,,,,,,,,,453,523,0,432,556,555,"488,0",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"2,3",REPROBADA,,,,,,,,,,483,579,547,541,549,557,"531,0",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"2,8",REPROBADA,,,,,,,,,,390,564,0,570,567,570,"477,0",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"2,9",REPROBADA,,,,,,,,,,667,625,0,659,687,700,"646,0",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"3,6",REPROBADA,,,,,,,,,,545,619,465,501,724,768,"582,0",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"3,8",REPROBADA,,,,,,,,,,554,576,0,453,604,627,"565,0",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"3,9",REPROBADA,,,,,,,,,,497,568,602,510,687,719,"532,5",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"4,1",APROBADA,"20,00",,,,,,,,,550,632,0,557,676,695,"591,0",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"4,6",APROBADA,"16,67",,,,,,,,,559,599,0,569,578,578,"579,0",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"4,6",APROBADA,"30,00",,,,,,,,,623,632,0,626,637,684,"627,5",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"4,7",APROBADA,"30,00",,,,,,,,,554,664,623,683,626,652,"609,0",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"5,0",APROBADA,"43,33",,,,,,,,,574,590,0,500,702,745,"582,0",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"5,1",APROBADA,"56,67",,,,,,,,,628,653,0,590,659,664,"640,5",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"5,3",APROBADA,"43,33",,,,,,,,,574,653,0,572,713,793,"613,5",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"5,5",APROBADA,"33,33",,,,,,,,,606,660,0,565,489,491,"633,0",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"1,0",REPROBADA,"26,67",,,,,,,,,684,632,0,578,637,645,"658,0",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"1,1",REPROBADA,"36,67",,,,,,,,,407,560,0,527,539,548,"483,5",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"1,4",REPROBADA,"26,67",,,,,,,,,574,529,0,584,593,600,"551,5",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"1,8",REPROBADA,"36,67",,,,,,,,,545,602,0,557,731,831,"573,5",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"1,9",REPROBADA,"23,33",,,,,,,,,502,456,0,535,626,632,"479,0",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"1,9",REPROBADA,"40,00",,,,,,,,,478,516,0,478,546,567,"497,0",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"2,0",REPROBADA,"0,00",,,,,,,,,600,611,0,587,556,560,"605,5",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"2,0",REPROBADA,"26,67",,,,,,,,,530,579,0,533,534,534,"554,5",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"2,0",REPROBADA,"36,67",,,,,,,,,545,540,551,565,713,734,"542,5",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"2,5",REPROBADA,"40,00",,,,,,,,,433,579,424,509,702,715,"506,0",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"2,7",REPROBADA,"23,33",,,,,,,,,526,485,0,597,571,579,"505,5",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"2,8",REPROBADA,"30,00",,,,,,,,,595,596,0,583,691,736,"595,5",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"2,9",REPROBADA,"36,67",,,,,,,,,521,572,0,558,605,702,"546,5",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"2,9",REPROBADA,"36,67",,,,,,,,,611,523,0,562,829,850,"567,0",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"3,6",REPROBADA,"26,67",,,,,,,,,584,501,524,531,588,595,"542,5",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"3,6",REPROBADA,"33,33",,,,,,,,,564,576,542,605,774,805,"570,0",2022
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"3,6",REPROBADA,"33,33",,,,,,,,,651,598,0,543,674,699,"624,5",2021
2022,1,2,IME028,24,INTRODUCCIÓN AL ÁLGEBRA,"3,7",REPROBADA,"36,67",,,,,,,,,515,540,0,537,535,581,"527,5",2021
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"4,0",APROBADA,,,,,,,,,,584,596,651,503,665,723,"590,0",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"4,4",APROBADA,,,,,,,,,,628,596,0,551,669,675,"612,0",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"5,6",APROBADA,,,,,,,,,,497,640,0,478,621,625,"568,5",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"5,6",APROBADA,,,,,,,,,,574,660,0,652,785,850,"617,0",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"1,1",REPROBADA,,,,,,,,,,540,431,0,467,567,566,"485,5",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"1,6",REPROBADA,,,,,,,,,,417,568,450,513,538,538,"492,5",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"1,9",REPROBADA,,,,,,,,,,540,579,585,543,632,636,"559,5",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"1,9",REPROBADA,,,,,,,,,,606,568,0,636,665,731,"587,0",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"2,1",REPROBADA,,,,,,,,,,606,560,0,589,669,669,"583,0",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"2,3",REPROBADA,,,,,,,,,,545,551,0,546,764,804,"548,0",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"3,6",REPROBADA,,,,,,,,,,488,583,0,493,523,550,"535,5",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"4,0",APROBADA,"26,67",,,,,,,,,634,605,0,557,753,783,"619,5",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"4,1",APROBADA,"30,00",,,,,,,,,640,576,588,537,785,827,"608,0",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"4,1",APROBADA,"33,33",,,,,,,,,535,540,533,332,724,742,"537,5",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"4,1",APROBADA,"40,00",,,,,,,,,488,551,503,453,665,683,"519,5",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"4,2",APROBADA,"53,33",,,,,,,,,660,637,0,623,648,709,"648,5",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"4,7",APROBADA,"26,67",,,,,,,,,554,619,0,613,801,850,"586,5",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"5,3",APROBADA,"13,33",,,,,,,,,589,642,0,683,680,700,"615,5",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"1,7",REPROBADA,"26,67",,,,,,,,,507,516,0,595,621,631,"511,5",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"1,7",REPROBADA,"26,67",,,,,,,,,622,550,0,462,449,455,"586,0",2021
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"1,7",REPROBADA,"30,00",,,,,,,,,554,501,524,528,534,534,"527,5",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"1,8",REPROBADA,"23,33",,,,,,,,,478,516,0,546,599,599,"497,0",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"1,8",REPROBADA,"26,67",,,,,,,,,611,456,0,557,578,590,"533,5",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"2,1",REPROBADA,"46,67",,,,,,,,,483,476,497,557,626,632,"479,5",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"2,2",REPROBADA,"30,00",,,,,,,,,511,509,0,570,528,528,"510,0",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"2,2",REPROBADA,"56,67",,,,,,,,,526,529,479,538,506,506,"527,5",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"2,3",REPROBADA,"43,33",,,,,,,,,497,485,0,560,665,754,"491,0",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"2,4",REPROBADA,"50,00",,,,,,,,,554,422,0,331,643,647,"488,0",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"2,5",REPROBADA,"6,67",,,,,,,,,574,608,0,544,768,850,"591,0",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"2,7",REPROBADA,"3,33",,,,,,,,,574,466,0,482,604,609,"520,0",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"3,0",REPROBADA,"30,00",,,,,,,,,463,546,384,462,578,587,"504,5",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"3,1",REPROBADA,"20,00",,,,,,,,,502,523,0,577,676,747,"512,5",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"3,1",REPROBADA,"43,33",,,,,,,,,554,602,542,573,643,662,"578,0",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"3,2",REPROBADA,"26,67",,,,,,,,,574,568,588,584,768,806,"571,0",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"3,4",REPROBADA,"0,00",,,,,,,,,526,649,0,615,757,767,"587,5",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"3,6",REPROBADA,"43,33",,,,,,,,,511,564,0,569,593,593,"537,5",2022
2022,1,2,IME028,25,INTRODUCCIÓN AL ÁLGEBRA,"3,8",REPROBADA,"20,00",,,,,,,,,647,617,0,542,768,832,"632,0",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"4,0",APROBADA,,,,,,,,,,507,614,0,513,621,651,"560,5",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"4,3",APROBADA,,,,,,,,,,483,622,405,465,513,513,"552,5",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"4,8",APROBADA,,,,,,,,,,611,637,578,549,713,761,"624,0",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"4,9",APROBADA,,,,,,,,,,569,627,0,604,588,588,"598,0",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"1,0",REPROBADA,,,,,,,,,,500,660,0,582,648,646,"580,0",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"1,0",REPROBADA,,,,,,,,,,596,431,0,533,631,667,"513,5",2021
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"1,3",REPROBADA,,,,,,,,,,433,409,0,405,670,807,"421,0",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"1,3",REPROBADA,,,,,,,,,,473,509,0,388,588,588,"491,0",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"3,0",REPROBADA,,,,,,,,,,550,611,0,594,637,654,"580,5",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"3,6",REPROBADA,,,,,,,,,,559,662,0,611,676,699,"610,5",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"4,0",APROBADA,"36,67",,,,,,,,,521,599,0,460,549,549,"560,0",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"4,2",APROBADA,"30,00",,,,,,,,,647,593,0,499,757,800,"620,0",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"4,5",APROBADA,"16,67",,,,,,,,,545,625,0,559,637,658,"585,0",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"4,5",APROBADA,"36,67",,,,,,,,,569,637,0,550,621,625,"603,0",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"5,0",APROBADA,"20,00",,,,,,,,,574,614,0,605,779,829,"594,0",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"5,3",APROBADA,"23,33",,,,,,,,,545,619,0,458,610,617,"582,0",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"5,8",APROBADA,"10,00",,,,,,,,,640,649,0,665,731,747,"644,5",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"1,2",REPROBADA,"33,33",,,,,,,,,554,516,623,571,621,646,"535,0",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"1,3",REPROBADA,"30,00",,,,,,,,,507,630,0,590,534,534,"568,5",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"1,4",REPROBADA,"36,67",,,,,,,,,448,501,0,470,691,729,"474,5",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"1,6",REPROBADA,"36,67",,,,,,,,,478,540,0,528,648,663,"509,0",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"1,7",REPROBADA,"36,67",,,,,,,,,417,583,0,490,504,504,"500,0",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"1,8",REPROBADA,"53,33",,,,,,,,,530,579,0,488,680,725,"554,5",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"1,9",REPROBADA,"6,67",,,,,,,,,511,572,0,465,582,629,"541,5",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"2,0",REPROBADA,"20,00",,,,,,,,,584,583,350,503,724,754,"583,5",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"2,3",REPROBADA,"23,33",,,,,,,,,497,590,574,584,680,701,"543,5",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"2,3",REPROBADA,"26,67",,,,,,,,,526,576,0,535,736,837,"551,0",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"2,4",REPROBADA,"46,67",,,,,,,,,530,572,654,609,648,657,"551,0",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"2,9",REPROBADA,"26,67",,,,,,,,,595,576,0,590,654,680,"585,5",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"3,0",REPROBADA,"30,00",,,,,,,,,483,546,0,419,753,774,"514,5",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"3,1",REPROBADA,"40,00",,,,,,,,,640,583,0,603,588,615,"611,5",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"3,6",REPROBADA,"30,00",,,,,,,,,589,523,0,594,735,771,"556,0",2022
2022,1,2,IME028,26,INTRODUCCIÓN AL ÁLGEBRA,"3,6",REPROBADA,"43,33",,,,,,,,,595,625,0,632,632,636,"610,0",2022
