2022,1,1,IME027,2,PRECÁLCULO I,"2,6",REPROBADA,"20,00",,,,,,,,,660,658,0,619,669,679,"659,0",2022,pdt,87
2022,1,1,IME027,2,PRECÁLCULO I,"2,9",REPROBADA,"0,00",,,,,,,,,623,599,708,619,702,716,"611,0",2022,pdt,88
2022,1,1,IME027,2,PRECÁLCULO I,"2,9",REPROBADA,"23,33",,,,,,,,,579,572,0,583,654,661,"575,5",2022,pdt,89
2022,1,1,IME027,2,PRECÁLCULO I,"3,0",REPROBADA,"16,67",,,,,,,,,559,599,0,569,578,578,"579,0",2022,pdt,90
2022,1,1,IME027,2,PRECÁLCULO I,"3,2",REPROBADA,"0,00",,,,,,,,,521,523,0,583,582,609,"522,0",2022,pdt,91
2022,1,1,IME027,2,PRECÁLCULO I,"3,3",REPROBADA,"3,33",,,,,,,,,611,642,0,587,615,639,"626,5",2022,pdt,92
2022,1,1,IME027,3,PRECÁLCULO I,"4,1",APROBADA,,,,,,,,,,636,697,0,637,698,712,"666,5",2022,pdt,93
2022,1,1,IME027,3,PRECÁLCULO I,"1,8",REPROBADA,,,,,,,,,,473,535,0,518,523,523,"504,0",2022,pdt,94
2022,1,1,IME027,3,PRECÁLCULO I,"2,0",REPROBADA,,,,,,,,,,617,596,0,536,578,578,"606,5",2022,pdt,95
2022,1,1,IME027,3,PRECÁLCULO I,"2,9",REPROBADA,,,,,,,,,,606,583,609,519,757,790,"594,5",2022,pdt,96
2022,1,1,IME027,3,PRECÁLCULO I,"3,4",REPROBADA,,,,,,,,,,617,614,665,641,691,691,"615,5",2022,pdt,97
2022,1,1,IME027,3,PRECÁLCULO I,"4,0",APROBADA,"13,33",,,,,,,,,545,625,658,595,720,735,"585,0",2022,pdt,98
2022,1,1,IME027,3,PRECÁLCULO I,"4,0",APROBADA,"16,67",,,,,,,,,574,635,0,578,687,764,"604,5",2022,pdt,99
2022,1,1,IME027,3,PRECÁLCULO I,"4,0",APROBADA,"23,33",,,,,,,,,584,635,0,565,796,832,"609,5",2022,pdt,100
2022,1,1,IME027,3,PRECÁLCULO I,"4,0",APROBADA,"33,33",,,,,,,,,584,649,0,600,774,825,"616,5",2022,pdt,101
2022,1,1,IME027,3,PRECÁLCULO I,"4,0",APROBADA,"46,67",,,,,,,,,660,642,0,557,818,850,"651,0",2022,pdt,102
2022,1,1,IME027,3,PRECÁLCULO I,"4,2",APROBADA,"26,67",,,,,,,,,629,577,0,481,698,808,"603,0",2022,pdt,103
2022,1,1,IME027,3,PRECÁLCULO I,"4,2",APROBADA,"26,67",,,,,,,,,698,602,0,572,790,850,"650,0",2022,pdt,104
2022,1,1,IME027,3,PRECÁLCULO I,"4,3",APROBADA,"36,67",,,,,,,,,628,688,0,732,764,777,"658,0",2022,pdt,105
2022,1,1,IME027,3,PRECÁLCULO I,"4,4",APROBADA,"36,67",,,,,,,,,535,674,0,610,621,637,"604,5",2022,pdt,106
2022,1,1,IME027,3,PRECÁLCULO I,"4,7",APROBADA,"30,00",,,,,,,,,550,632,0,583,724,740,"591,0",2022,pdt,107
2022,1,1,IME027,3,PRECÁLCULO I,"4,7",APROBADA,"40,00",,,,,,,,,623,690,0,577,753,773,"656,5",2022,pdt,108
2022,1,1,IME027,3,PRECÁLCULO I,"4,7",APROBADA,"46,67",,,,,,,,,682,656,0,655,785,812,"669,0",2022,pdt,109
2022,1,1,IME027,3,PRECÁLCULO I,"5,1",APROBADA,"0,00",,,,,,,,,551,713,0,666,687,690,"632,0",2022,pdt,110
2022,1,1,IME027,3,PRECÁLCULO I,"5,1",APROBADA,"23,33",,,,,,,,,675,719,633,698,785,837,"697,0",2022,pdt,111
2022,1,1,IME027,3,PRECÁLCULO I,"5,2",APROBADA,"30,00",,,,,,,,,653,614,0,629,812,838,"633,5",2022,pdt,112
2022,1,1,IME027,3,PRECÁLCULO I,"5,5",APROBADA,"43,33",,,,,,,,,698,660,672,603,648,653,"679,0",2022,pdt,113
2022,1,1,IME027,3,PRECÁLCULO I,"5,9",APROBADA,"33,33",,,,,,,,,769,686,0,694,746,768,"727,5",2022,pdt,114
2022,1,1,IME027,3,PRECÁLCULO I,"5,9",APROBADA,"46,67",,,,,,,,,725,706,0,671,764,784,"715,5",2022,pdt,115
2022,1,1,IME027,3,PRECÁLCULO I,"1,2",REPROBADA,"33,33",,,,,,,,,651,598,0,543,674,699,"624,5",2021,pdt,116
2022,1,1,IME027,3,PRECÁLCULO I,"1,4",REPROBADA,"30,00",,,,,,,,,473,493,405,419,593,596,"483,0",2022,pdt,117
2022,1,1,IME027,3,PRECÁLCULO I,"1,5",REPROBADA,"50,00",,,,,,,,,554,422,0,331,643,647,"488,0",2022,pdt,118
2022,1,1,IME027,3,PRECÁLCULO I,"1,6",REPROBADA,"40,00",,,,,,,,,579,535,519,506,556,556,"557,0",2022,pdt,119
2022,1,1,IME027,3,PRECÁLCULO I,"1,7",REPROBADA,"23,33",,,,,,,,,483,564,0,486,534,534,"523,5",2022,pdt,120
2022,1,1,IME027,3,PRECÁLCULO I,"1,7",REPROBADA,"30,00",,,,,,,,,526,602,465,597,680,699,"564,0",2022,pdt,121
2022,1,1,IME027,3,PRECÁLCULO I,"1,7",REPROBADA,"33,33",,,,,,,,,564,614,533,560,621,625,"589,0",2022,pdt,122
2022,1,1,IME027,3,PRECÁLCULO I,"1,7",REPROBADA,"33,33",,,,,,,,,569,579,599,562,632,645,"574,0",2022,pdt,123
2022,1,1,IME027,3,PRECÁLCULO I,"1,9",REPROBADA,"20,00",,,,,,,,,564,568,0,493,757,818,"566,0",2022,pdt,124
2022,1,1,IME027,3,PRECÁLCULO I,"2,0",REPROBADA,"40,00",,,,,,,,,595,540,0,444,746,793,"567,5",2022,pdt,125
2022,1,1,IME027,3,PRECÁLCULO I,"2,1",REPROBADA,"20,00",,,,,,,,,448,516,0,314,610,614,"482,0",2022,pdt,126
2022,1,1,IME027,3,PRECÁLCULO I,"2,1",REPROBADA,"36,67",,,,,,,,,545,540,551,565,713,734,"542,5",2022,pdt,127
2022,1,1,IME027,3,PRECÁLCULO I,"2,2",REPROBADA,"30,00",,,,,,,,,526,540,0,511,724,825,"533,0",2022,pdt,128
2022,1,1,IME027,3,PRECÁLCULO I,"2,3",REPROBADA,"10,00",,,,,,,,,473,523,0,477,691,715,"498,0",2022,pdt,129
2022,1,1,IME027,3,PRECÁLCULO I,"2,3",REPROBADA,"36,67",,,,,,,,,478,551,0,545,571,571,"514,5",2022,pdt,130
2022,1,1,IME027,3,PRECÁLCULO I,"2,4",REPROBADA,"3,33",,,,,,,,,545,590,533,538,768,794,"567,5",2022,pdt,131
2022,1,1,IME027,3,PRECÁLCULO I,"2,6",REPROBADA,"26,67",,,,,,,,,574,644,0,578,680,700,"609,0",2022,pdt,132
2022,1,1,IME027,3,PRECÁLCULO I,"2,7",REPROBADA,"36,67",,,,,,,,,628,660,0,600,774,794,"644,0",2022,pdt,133
2022,1,1,IME027,3,PRECÁLCULO I,"3,2",REPROBADA,"10,00",,,,,,,,,463,611,0,583,702,715,"537,0",2022,pdt,134
2022,1,1,IME027,3,PRECÁLCULO I,"3,6",REPROBADA,"10,00",,,,,,,,,606,614,0,590,735,778,"610,0",2022,pdt,135
2022,1,1,IME027,3,PRECÁLCULO I,"3,6",REPROBADA,"26,67",,,,,,,,,634,605,0,557,753,783,"619,5",2022,pdt,136
2022,1,1,IME027,3,PRECÁLCULO I,"3,6",REPROBADA,"30,00",,,,,,,,,574,674,542,544,687,698,"624,0",2022,pdt,137
2022,1,1,IME027,3,PRECÁLCULO I,"3,9",REPROBADA,"43,33",,,,,,,,,667,669,0,672,648,670,"668,0",2022,pdt,138
2022,1,1,IME027,4,PRECÁLCULO I,"1,7",REPROBADA,,,,,,,,,,417,568,450,513,538,538,"492,5",2022,pdt,139
2022,1,1,IME027,4,PRECÁLCULO I,"1,8",REPROBADA,,,,,,,,,,526,540,0,371,545,545,"533,0",2022,pdt,140
2022,1,1,IME027,4,PRECÁLCULO I,"1,9",REPROBADA,,,,,,,,,,507,501,0,470,604,604,"504,0",2022,pdt,141
2022,1,1,IME027,4,PRECÁLCULO I,"2,0",REPROBADA,,,,,,,,,,540,617,0,549,669,735,"578,5",2022,pdt,142
2022,1,1,IME027,4,PRECÁLCULO I,"2,2",REPROBADA,,,,,,,,,,483,579,547,541,549,557,"531,0",2022,pdt,143
2022,1,1,IME027,4,PRECÁLCULO I,"2,3",REPROBADA,,,,,,,,,,540,572,0,581,801,826,"556,0",2022,pdt,144
2022,1,1,IME027,4,PRECÁLCULO I,"2,3",REPROBADA,,,,,,,,,,640,608,0,520,528,528,"624,0",2022,pdt,145
2022,1,1,IME027,4,PRECÁLCULO I,"2,8",REPROBADA,,,,,,,,,,507,614,0,513,621,651,"560,5",2022,pdt,146
2022,1,1,IME027,4,PRECÁLCULO I,"2,9",REPROBADA,,,,,,,,,,600,622,599,511,515,525,"611,0",2022,pdt,147
2022,1,1,IME027,4,PRECÁLCULO I,"3,0",REPROBADA,,,,,,,,,,653,608,0,522,680,715,"630,5",2022,pdt,148
2022,1,1,IME027,4,PRECÁLCULO I,"3,2",REPROBADA,,,,,,,,,,617,568,0,578,643,658,"592,5",2022,pdt,149
2022,1,1,IME027,4,PRECÁLCULO I,"3,3",REPROBADA,,,,,,,,,,564,608,644,578,632,682,"586,0",2022,pdt,150
2022,1,1,IME027,4,PRECÁLCULO I,"4,0",APROBADA,"33,33",,,,,,,,,497,614,533,618,736,838,"555,5",2022,pdt,151
2022,1,1,IME027,4,PRECÁLCULO I,"4,0",APROBADA,"36,67",,,,,,,,,660,605,0,596,680,691,"632,5",2022,pdt,152
2022,1,1,IME027,4,PRECÁLCULO I,"4,0",APROBADA,"36,67",,,,,,,,,675,646,612,625,785,850,"660,5",2022,pdt,153
2022,1,1,IME027,4,PRECÁLCULO I,"4,1",APROBADA,"23,33",,,,,,,,,579,681,640,706,790,834,"630,0",2022,pdt,154
2022,1,1,IME027,4,PRECÁLCULO I,"4,1",APROBADA,"26,67",,,,,,,,,634,651,555,614,709,723,"642,5",2022,pdt,155
2022,1,1,IME027,4,PRECÁLCULO I,"4,2",APROBADA,"10,00",,,,,,,,,640,649,0,665,731,747,"644,5",2022,pdt,156
2022,1,1,IME027,4,PRECÁLCULO I,"4,2",APROBADA,"23,33",,,,,,,,,545,619,0,458,610,617,"582,0",2022,pdt,157
2022,1,1,IME027,4,PRECÁLCULO I,"4,3",APROBADA,"26,67",,,,,,,,,600,719,0,686,746,798,"659,5",2022,pdt,158
